obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
1237660000000010,7.410417946488881,-50.182300472471596,15.336136001832827,20.48858665077356,15.346727042260664,16.654997746636557,23.036934518773023,7265,301,3,594,6543210000000010,GALAXY,2.958083784589289,13204,52059,584
1237660000000011,349.16754677831796,87.78024143939646,15.626532034553545,17.876327290436784,18.91910562943909,22.066041289942177,23.178220735661906,5136,301,6,595,6543210000000011,STAR,0.5412714662441113,12952,59290,529
1237660000000012,299.6793506881518,79.93068114359039,24.06437453344411,18.06776599522141,21.971636921379805,20.353477680616567,24.789473558546618,3689,301,3,131,6543210000000012,GALAXY,2.2980776985578895,12922,50211,841
1237660000000013,76.44207984417942,-82.90317395366894,16.392453711175953,18.529585034523567,16.934353429564826,21.35323346708321,20.018695310245036,8190,301,3,329,6543210000000013,STAR,1.0164035097813389,2403,51714,160
1237660000000014,65.45698819455622,37.00353105282392,20.32420682275217,21.2129244904961,21.415044812562517,16.964869669562113,19.54956879727737,3810,301,1,612,6543210000000014,STAR,0.526879396704007,2990,52688,582
1237660000000015,66.02562354723618,76.54469713481984,19.110956026007067,18.34049965668769,17.598281379402994,17.117458620524197,22.534756054464808,7152,301,1,256,6543210000000015,QSO,1.264130823641565,2104,53266,625
1237660000000016,109.52720746543358,-57.49643787707996,18.473433262588426,22.326990505902806,23.860861088135163,15.414973255099063,16.324706563419266,1012,301,1,479,6543210000000016,GALAXY,2.3815077364458492,13992,55149,744
1237660000000017,188.91231538760562,12.230141499473305,23.998333456872725,19.045273855738696,23.956899442666163,18.220675351957297,20.469155137931242,6938,301,1,561,6543210000000017,GALAXY,1.3945494111121564,1548,59224,533
1237660000000018,155.50020671116167,74.78789356584753,15.218233967754895,15.683532003099586,17.972872042813265,20.59744661333675,20.46247600130851,8999,301,5,913,6543210000000018,GALAXY,1.6125693006091455,12640,51332,135
1237660000000019,104.8424904712951,-83.88972385455621,21.63789686175589,22.837598424841072,17.299937539632406,23.57934913997329,15.894731228103872,8219,301,2,63,6543210000000019,QSO,2.9854782306003638,11053,56820,775
1237660000000020,220.2670421000566,35.53564810443119,24.633944342135504,17.85758324592706,19.113039720662314,21.669274474586807,19.179840855069138,6328,301,5,311,6543210000000020,QSO,1.197327898672278,13441,55891,111
1237660000000021,50.21778983473506,-36.47717867294086,20.601681834618418,19.327668795992626,17.405315851801486,19.353963233997515,23.53284798567202,4621,301,3,407,6543210000000021,STAR,1.8462022641277196,6761,54686,999
1237660000000022,105.17207347267853,76.39131516777547,24.36822462033092,21.854438832219017,21.723838432917034,24.531201143941377,23.561536219946603,4683,301,5,802,6543210000000022,STAR,1.0957326048461156,9762,54091,758
1237660000000023,131.890263585729,84.79048412976618,15.522578792860237,18.32456157148712,23.260646845482853,22.19245200575832,15.99237664919681,8872,301,4,105,6543210000000023,STAR,1.1783569389861148,8903,50443,283
1237660000000024,164.18519431813294,79.9679680404181,19.187933190741614,15.565856561467156,21.73092130911217,24.3016520286255,15.907208827478309,6310,301,6,617,6543210000000024,QSO,2.086922260336224,2784,59690,520
1237660000000025,282.6633461014849,-4.641441001656517,17.601577909620513,18.739210470128135,23.243504472493495,20.275879732721656,17.626954770019353,1652,301,1,837,6543210000000025,QSO,2.8136609282846505,11479,50926,969
1237660000000026,71.88256157700951,65.16767717807642,22.308209649807296,24.444485826943033,18.969921622074743,17.589042747931394,23.747660625539936,6799,301,4,15,6543210000000026,QSO,1.6270768514769642,11613,56246,796
1237660000000027,185.1243978289002,62.01889173631267,24.812970904972467,21.41734397298558,16.56316970708861,15.52826686364722,16.28902585073499,9812,301,6,687,6543210000000027,STAR,2.3051997868463396,13164,50622,719
1237660000000028,213.26924479033528,-32.561914816213985,17.56530062444248,21.71479148667207,22.379509473975922,22.260848514838507,22.199968026274462,4790,301,4,259,6543210000000028,QSO,0.26761967645089146,1804,59671,194
1237660000000029,16.72214857919918,59.20478534712191,21.541746014740745,21.3228215363764,18.604745051415538,16.213029980055342,16.01165619613103,2645,301,3,723,6543210000000029,STAR,0.6334741122957809,9990,53037,967
1237660000000030,218.7161466845178,-83.33862575121132,16.9809763275974,16.989921389594368,21.712708252291325,18.02775128271967,21.231378537478253,5512,301,1,412,6543210000000030,STAR,1.5063949227585973,12467,50233,47
1237660000000031,61.38868452742495,17.328578126769543,20.653302545716098,19.1833386410228,17.706439419817656,20.324709078838975,18.56067299119145,5759,301,4,259,6543210000000031,GALAXY,0.060035170886324374,9802,59809,978
1237660000000032,23.418573474700626,-48.59840928821345,19.639324866883364,22.509397983633182,15.812296348066727,20.644165877797477,22.889139629658672,6874,301,3,614,6543210000000032,GALAXY,0.7585649362876764,8517,52691,342
1237660000000033,341.59879341119995,-68.29796056008982,24.72005329631537,16.013728975531592,24.925817954877633,21.00583196987136,17.336904488253637,4688,301,1,260,6543210000000033,GALAXY,1.5522038694748983,7831,57402,242
1237660000000034,347.62753190684134,-76.14842370674235,21.085272726964668,17.778527760897123,16.562015079305993,16.662553303497006,21.392018293899596,8689,301,2,856,6543210000000034,STAR,0.044883594768902135,7917,50386,522
1237660000000035,291.023045321926,35.33197965806515,18.49506372086819,17.763191084658537,24.88420993963481,18.797374048216486,17.35682534575885,2379,301,3,671,6543210000000035,GALAXY,0.7936388586781251,10998,51634,370
1237660000000036,109.66095690241345,-28.822506521748096,16.140957848879335,19.32018927594506,24.772799325664472,21.171942271169666,22.136602831121536,5243,301,5,45,6543210000000036,GALAXY,1.5420924584276086,5238,58110,801
1237660000000037,35.161961042298195,40.45801887517706,16.512468287349346,24.80368740942185,22.938181039080398,24.698188646337847,23.736780345607485,7507,301,1,955,6543210000000037,GALAXY,1.719447743943737,4260,54133,903
1237660000000038,246.32388954437647,-78.23585865619037,17.25316929951235,15.67502546683822,21.594229620819974,22.276311376996887,16.2680179912676,8819,301,4,813,6543210000000038,QSO,2.7772550791659163,5367,59376,131
1237660000000039,158.45489774625648,-33.24773919049014,17.50966661340298,20.18700994380595,20.778070502510847,24.226037570939578,23.665956885955033,9593,301,6,763,6543210000000039,STAR,1.9360368697518235,6651,55581,270
1237660000000040,43.93376454412038,7.108432627560703,23.50616057841138,16.793646820122106,23.661015453778347,22.622120583141772,20.93575254414298,3653,301,4,331,6543210000000040,GALAXY,1.2442074075899812,4371,51967,940
1237660000000041,178.26368764005727,52.33016967101344,20.61222788282525,24.706765454097443,17.89439521619488,20.917169688924005,16.27110490867024,6611,301,5,165,6543210000000041,QSO,2.7910535313992035,11665,55568,814
1237660000000042,12.379867601478622,-32.624549472227415,20.233909113743664,16.133035047274642,19.67681212484877,16.920233691363446,19.27541855359712,7127,301,5,193,6543210000000042,QSO,2.3546489501633827,3093,57284,61
1237660000000043,327.3553447483615,22.660447758661633,16.147688718692173,19.036010023615912,21.193899693665017,21.66685651892513,16.60860293485098,4923,301,4,521,6543210000000043,QSO,0.6000267633382428,11334,58432,164
1237660000000044,93.1607933760061,69.47599468251369,23.60139693349435,22.37884984834606,19.111904758694912,21.23379565959907,22.003478888665697,9459,301,6,401,6543210000000044,GALAXY,0.3925270840464593,5001,55145,525
1237660000000045,238.5080223674335,20.855373872814823,22.228143032084837,22.045544280274452,19.27486454090268,21.024691704572664,22.5886813441795,6912,301,1,374,6543210000000045,QSO,2.0274349072281987,7556,55767,272
1237660000000046,112.21598739218794,-48.06729454434592,15.676683619000016,19.227286368939325,18.302846675020845,19.897858679882408,16.05796520272799,6130,301,3,65,6543210000000046,STAR,1.6796494967309514,8810,58753,720
1237660000000047,187.22448762401189,-85.60785931982315,22.078350972297685,18.465241679527182,20.64231816684536,20.286566039892755,20.061398526946444,6439,301,5,387,6543210000000047,QSO,2.369020841378267,12272,51999,758
1237660000000048,196.81570056358066,66.61779730216739,20.43538217342646,18.976123785528706,23.50574528015116,18.34442527118104,23.146250560259173,8880,301,5,495,6543210000000048,QSO,2.2164151502360596,5554,54901,133
1237660000000049,66.54760398918974,-86.17150604693032,15.817253457467782,17.642762631586393,17.01528378006313,20.193126926423034,24.361630415509964,7449,301,5,794,6543210000000049,QSO,1.8756346015725451,10624,52779,244
1237660000000050,349.0504659952411,67.4463010831559,19.583006415286565,17.053329387067997,24.344330387534413,16.975559056784782,20.1351786674177,2725,301,6,693,6543210000000050,QSO,2.9591465148866765,3517,59867,985
1237660000000051,279.04781641000125,5.208684124898156,19.84696287130047,19.8303969755889,21.890876537482296,23.05174397360377,24.502792236114068,8522,301,2,415,6543210000000051,STAR,1.600769190331226,12049,56192,806
1237660000000052,338.2196189631081,79.03218573232132,16.65774540163276,17.685337560676075,23.2327321268003,16.85776954698708,20.3568897045603,5784,301,6,794,6543210000000052,GALAXY,0.3393172695051595,9697,51677,998
1237660000000053,322.1378461539536,53.78098243925976,24.456981470002823,17.874616648972502,20.561906926300118,15.849662898894664,18.94190494599908,2232,301,1,791,6543210000000053,STAR,2.484820694447965,6805,59843,434
1237660000000054,215.24399237199066,89.62813989600073,23.49975371480662,21.56756063474557,22.795167014240633,19.362460263571574,23.482031285528954,9808,301,1,30,6543210000000054,STAR,0.755560087037127,2096,54177,38
1237660000000055,331.8747246083221,-26.871873218692173,21.690223373291083,24.68537331699892,15.162003973394672,21.58307439506062,19.92982710458089,9338,301,1,266,6543210000000055,GALAXY,2.331906444431755,13371,57211,871
1237660000000056,31.85730073869102,48.09389200760285,19.622955610006073,21.03637200559375,23.18380424779535,19.377168249335412,19.71902510564523,8446,301,1,328,6543210000000056,QSO,2.8713212880001544,13346,57873,568
1237660000000057,70.55383047089227,-17.652435550336406,19.117655415845086,15.769794670649663,15.401388590853665,17.767541319513086,19.903124894098283,5616,301,1,492,6543210000000057,GALAXY,2.090386541893024,10236,53841,319
1237660000000058,16.281824007793702,-3.6223883452964145,21.50973467150954,15.755836138540669,23.899133763628626,20.581711838904408,23.467850018697455,5725,301,4,217,6543210000000058,GALAXY,1.7880904828494033,14769,57098,510
1237660000000059,117.11891907477516,22.95098337930662,20.454318694069055,24.51423220845566,24.91962747238643,18.470023354122,23.31941541688052,4677,301,5,320,6543210000000059,STAR,1.3811585270251219,8061,56416,376
1237660000000060,139.92382428821352,67.26188055354098,15.622731058818855,17.972907903073335,17.940674621767776,24.32867690126633,19.03519992440211,7287,301,6,918,6543210000000060,GALAXY,1.0932295979862099,3204,54885,560
1237660000000061,97.68565143860253,87.13502445587312,20.125026487703316,15.920669860824754,17.103185562857938,24.22645139603572,18.33299859870525,9480,301,4,399,6543210000000061,QSO,1.0590142529155089,4902,50594,617
1237660000000062,298.34550329469454,48.289214495613265,23.064036172328393,20.990445871503816,22.65363363858041,20.023718199720953,19.919280240391295,2409,301,6,891,6543210000000062,STAR,1.9091181171287719,2352,52612,474
1237660000000063,128.43119760969213,-14.801979209879917,19.59239877596958,21.23648778290266,17.530263409202533,18.278839940182586,20.727725097371092,9205,301,2,105,6543210000000063,QSO,2.2538193508132376,2596,56359,59
1237660000000064,101.13642348745708,-14.155739590127368,15.519565775542684,21.48504820118688,23.655623831722036,22.37132413956639,17.38337210627997,1256,301,3,696,6543210000000064,STAR,2.035551208453243,9767,51496,589
1237660000000065,195.37058993696945,42.76481428600047,22.86278199384033,17.674020278575412,16.028425921574765,15.367129434830666,22.939550847155907,2721,301,5,330,6543210000000065,QSO,0.5952303035806882,7980,53555,940
1237660000000066,50.73272099091455,-47.02011376170558,17.013637821359744,15.15110684214475,16.259551963793584,19.74769006043651,19.864827657324227,2423,301,2,660,6543210000000066,GALAXY,1.4819615404304736,1679,54861,499
1237660000000067,288.79091307145427,-70.11465963634896,17.586208348880387,24.65015369454472,24.791515551006157,18.363233942703335,18.340455484199595,5953,301,4,617,6543210000000067,GALAXY,2.3749202165491887,13490,54766,218
1237660000000068,26.838231724717495,-26.168011624660224,16.64706353432296,17.508930456911024,21.738388982700044,24.205358851025547,16.068209929639906,3990,301,3,47,6543210000000068,GALAXY,1.4271122345671687,4712,53358,895
1237660000000069,355.2792971761862,-38.29698150226529,18.302150648714974,21.760262880525474,23.46887224428953,15.120030272726826,17.38845160403607,2195,301,2,599,6543210000000069,QSO,1.6098698392064814,13020,59793,567
1237660000000070,278.0081169467967,-36.66453831792178,22.56751505688635,22.066298698787094,18.24329377351518,20.52814875718349,24.49281171755984,5559,301,6,821,6543210000000070,STAR,2.3134081445124663,10321,50914,567
1237660000000071,71.53764535230206,-47.95060481101621,20.193858595039373,21.100074170794855,21.764837495206045,22.40663581066626,18.050996868195266,5365,301,3,949,6543210000000071,STAR,1.9837959187952745,13096,51844,129
1237660000000072,1.9879621644968637,-82.42322586545487,17.048812741507128,18.129073942136483,20.94241827308597,19.850179875240414,16.688592893670354,2244,301,6,641,6543210000000072,STAR,1.228034762647178,12385,51995,904
1237660000000073,293.5661142437403,-86.78269174798551,23.778300781520407,17.710962537640658,21.03150120122947,15.854030301627217,19.606727916549932,7766,301,2,770,6543210000000073,GALAXY,2.686238133582657,9509,57625,383
1237660000000074,254.46864378514215,87.79003015248568,23.795818549515293,20.97668282702703,21.825324595377218,24.724613900279024,18.070877433602487,6302,301,4,314,6543210000000074,QSO,0.48770120599043576,6301,50094,388
1237660000000075,262.4425804947554,-13.000835927544784,23.70578425046007,23.660956336116914,20.753591731290985,20.180104313760978,15.351592502711942,2306,301,6,147,6543210000000075,STAR,2.986549345770974,6734,58684,85
1237660000000076,277.6573248069405,-20.821203511257295,17.38796211381539,24.467337289233956,19.29062369302666,21.141862443190114,18.23145217279417,3402,301,3,958,6543210000000076,QSO,0.3565577354287116,8981,53069,510
1237660000000077,26.65607462427253,32.33651088475257,19.51239344180988,16.059058044037577,17.75922694380547,17.366097827075073,20.441086239394686,1496,301,2,462,6543210000000077,STAR,0.044849913312716705,6892,50149,726
1237660000000078,129.04766227593814,-50.71430018428845,24.84989656140875,16.5482861259772,22.68581330913202,19.83498085106804,20.51712372019967,4399,301,6,584,6543210000000078,GALAXY,2.670056703446294,4696,51046,627
1237660000000079,41.7128614290467,80.99301311104057,22.720124763099903,24.447362587830796,17.262724300031863,19.29149491958322,18.565589211768888,1909,301,4,486,6543210000000079,QSO,0.7348605250978683,13693,52803,437
1237660000000080,310.71723331521366,51.54210259479936,15.271674212255599,22.365352283347924,21.92354306154414,15.748958420019838,19.473027562526006,1372,301,5,652,6543210000000080,STAR,2.1890988823401627,8129,55334,826
1237660000000081,224.38732565792085,-73.9060195837933,15.65204591260492,23.82993824829773,17.333328226493265,16.06160353547467,24.655179182347666,7236,301,4,410,6543210000000081,STAR,2.433046124796208,3996,58590,293
1237660000000082,119.1232889469537,-14.835460358712893,19.63931376812333,17.026326341353432,21.25330169954454,23.374725196187747,18.773484772303117,2344,301,4,27,6543210000000082,STAR,2.5769591730963506,8237,54476,49
1237660000000083,22.88100610296851,68.24129536118966,24.0922020586156,20.87585871109402,22.470782671290287,17.3981995220659,17.58226813259983,9515,301,5,29,6543210000000083,STAR,2.9747827069925004,8327,57276,67
1237660000000084,111.9536358176384,80.05176401245384,20.387017979527144,22.011395944174737,17.18713888906539,16.949582714986306,17.434670440667603,3431,301,4,271,6543210000000084,GALAXY,0.8821191301199972,8407,50551,787
1237660000000085,117.06599592962894,-5.867727975023456,19.978125080342902,21.801118854469728,15.599433008613083,20.049114512501394,19.57764612704134,5670,301,5,686,6543210000000085,STAR,2.1307300257817774,12786,58486,129
1237660000000086,262.6582242017031,20.414050057927383,16.054736999566305,19.08151690866698,16.30973742994174,22.68747131362513,22.59520148716944,3784,301,5,501,6543210000000086,STAR,0.34619957484248465,12401,51143,29
1237660000000087,229.5206896878767,-59.93388970342646,21.56780104724294,15.153948916913084,21.059969672710253,15.61946518578988,17.05988184188473,2695,301,6,253,6543210000000087,GALAXY,1.2204278740705483,3542,50455,343
1237660000000088,319.39658732747756,88.41035270465576,23.221031606002256,20.82926056804263,23.494464062257357,20.76807919638256,22.09296127140768,2907,301,6,385,6543210000000088,STAR,2.543915079937771,1678,59745,545
1237660000000089,169.99737305830175,-48.29909375098019,18.804200075075624,17.53101539179609,15.449968212354243,16.192104428405734,15.211498233494163,5814,301,5,60,6543210000000089,QSO,1.102974138177325,6366,58360,119
1237660000000090,43.053928537788615,79.69171934432262,22.756118509253277,19.502542461428902,22.341512590416464,15.364610508256185,19.18932977983946,1780,301,2,107,6543210000000090,QSO,1.7732861416068422,11081,51946,692
1237660000000091,256.7681234002782,26.93639681862632,24.644766539008117,24.575810150838173,18.413186459500523,15.527439521622174,22.758650652027868,2019,301,3,220,6543210000000091,STAR,1.511320331173902,6643,56115,937
1237660000000092,273.88261750208306,19.392623078194646,17.03766459127689,18.990353176424346,19.785283699195226,23.341641082084415,18.387329557744316,2403,301,2,441,6543210000000092,GALAXY,1.937854593336135,8410,57310,663
1237660000000093,202.05979112501865,2.283931982971552,20.233296311947413,23.398016066644267,24.288595498455656,16.179724836280617,20.637371014453993,2426,301,5,771,6543210000000093,GALAXY,2.918683168163085,10835,56180,133
1237660000000094,277.54818478364194,-48.479433890803435,17.871379580845755,16.88540605749251,18.319715047358454,15.451513644122919,17.04979232825911,9855,301,3,883,6543210000000094,GALAXY,0.16720657950420637,14647,55817,327
1237660000000095,177.76641469118067,-58.22495423900851,22.928544190338393,21.724604980250287,19.65336933939486,19.378998871429122,22.41995391126172,6868,301,6,658,6543210000000095,STAR,1.7218845525048891,6541,55380,185
1237660000000096,188.18381857751785,-50.31248236736844,20.775933658811574,24.770069544389436,15.136824147606811,23.439934719420247,15.522791032687596,1010,301,3,564,6543210000000096,STAR,2.5890863377508544,1834,56374,506
1237660000000097,153.91476660907787,-56.441112814034184,21.345824175503036,16.018931008729368,15.815987200048383,17.62408376489302,23.525426448755006,7330,301,5,572,6543210000000097,QSO,1.4441481352452825,11433,58445,646
1237660000000098,9.150885627874267,50.325205242015585,22.97914159615894,15.083199422271921,17.58591591134784,19.217126175259164,16.98196386421668,3825,301,6,546,6543210000000098,GALAXY,0.23558155782471846,11547,58070,689
1237660000000099,38.8409137175896,-26.97745334998858,18.959704726624548,19.335827926326143,15.278522408210744,15.399225325637513,23.743980317083306,8464,301,3,96,6543210000000099,STAR,1.6816180572503128,10860,51320,534
1237660000000100,11.31450684722433,-79.58831821858865,24.150900684070432,15.926254830513672,21.31375326048251,19.49078514134876,18.525292413005175,4003,301,3,989,6543210000000100,STAR,0.9962216724714613,7026,57123,241
1237660000000101,229.10774805496095,84.43847342534605,20.3302886724614,22.48384349676231,19.263983568016226,20.776130806371338,22.226835744744868,8195,301,2,89,6543210000000101,STAR,0.4648253560138077,11745,56153,589
1237660000000102,113.1681531874776,69.08145929341663,16.57954822835348,24.14548663848559,20.48145202728022,20.70907053752145,18.192252977861884,7720,301,3,828,6543210000000102,GALAXY,2.547103539850419,9472,56589,716
1237660000000103,183.085448819293,76.99541097513833,21.958991181688024,19.34020972708759,16.746471858963297,18.32426692174365,24.059116712346476,4088,301,5,922,6543210000000103,GALAXY,1.5647985389733647,8970,53607,516
1237660000000104,326.72393061339346,89.08340807635835,22.932613504382545,17.58711642155441,17.95932029436616,18.155331806631356,16.266371255183742,2789,301,1,231,6543210000000104,QSO,2.7998292371372,7818,50400,840
1237660000000105,89.74520249359497,-58.698855140492284,18.167616770675266,19.3440331900661,21.63824474852725,16.06623618936598,16.785197892725986,4036,301,1,968,6543210000000105,GALAXY,2.418049513809207,6028,56042,960
1237660000000106,147.73785229282672,-18.67643659752143,23.57179256998753,22.234478178500012,24.653027236304,18.667983206462683,19.930301251588023,8377,301,1,275,6543210000000106,STAR,2.078915381321002,11954,50362,165
1237660000000107,271.99840987549754,46.48292562673643,24.061432547657663,15.09054161580371,15.504167736022092,15.994946688729646,15.819384390381462,8598,301,5,246,6543210000000107,QSO,0.015076510095935802,5703,53851,927
1237660000000108,82.36733957698408,35.2837112496826,17.76904487377809,20.89453989484697,23.90384320855266,22.665959447120514,16.95980184701762,5838,301,1,111,6543210000000108,GALAXY,1.2834703699147498,13770,53412,933
1237660000000109,27.712767538365476,-62.29873685882609,24.83521472715222,21.13291684887379,20.768812013112083,24.66274297748186,24.437663822120143,6872,301,2,234,6543210000000109,GALAXY,0.5924588449560969,10438,50084,640
1237660000000110,104.31052304895648,56.849962498311186,16.407115280487584,21.376882468959355,20.639195667556237,24.70074456666707,24.76489661147887,4653,301,5,278,6543210000000110,GALAXY,2.732393733146603,2772,51824,557
1237660000000111,58.039663411441595,-49.60069706940108,17.0201566840249,17.42022079980877,20.002785352077602,23.65071099375394,18.76259329330422,5299,301,6,477,6543210000000111,GALAXY,0.5237519540290808,3164,58499,218
1237660000000112,334.69115484332633,-49.71282933192784,16.842248392380263,22.140527233781267,15.693940859041835,21.00792149339619,24.232860210139357,1973,301,5,417,6543210000000112,STAR,0.8581801549778565,8111,58822,747
1237660000000113,290.9233366431901,6.655396120814444,23.939897100078703,15.913914863317764,15.898768517361606,22.0086569724388,20.448246756734317,8083,301,5,678,6543210000000113,GALAXY,1.5505103032034975,9383,54775,648
1237660000000114,228.02535234375244,16.729188271506573,21.542925523249618,16.992703364668007,21.00912005659086,17.85205802680414,17.69742465873767,6494,301,3,128,6543210000000114,STAR,0.7900908569942378,3835,57868,680
1237660000000115,313.72581246757835,14.415517410806018,16.52104283222273,23.77470046654482,18.409585714355583,21.307704201726207,22.023987210805984,4406,301,3,237,6543210000000115,STAR,0.6295940318373635,3665,57619,993
1237660000000116,289.32194768368123,-73.53236926840412,19.40323418368349,22.387231507265664,24.172680665776806,19.556495494398774,21.589018065748572,6150,301,3,803,6543210000000116,STAR,1.7972979753082572,7113,57418,749
1237660000000117,67.1652211989729,67.94295527346847,21.152980250698022,15.137455540113452,19.065905373594724,19.820173397769324,24.891253191087333,4129,301,4,619,6543210000000117,QSO,0.2667885682650716,3563,52371,605
1237660000000118,321.321239456392,-42.19199233403291,15.834640849893834,17.483762603698004,16.43281458702641,22.57776560375158,17.650472874092834,1104,301,2,128,6543210000000118,STAR,0.17450327616277417,9498,57068,5
1237660000000119,194.16320708963426,-66.68731416909525,23.824163684073387,17.144064829931644,22.14718833502036,17.819183555972515,21.720595026617353,8433,301,5,707,6543210000000119,GALAXY,1.1167358855582141,9131,53300,668
1237660000000120,290.6784558590625,69.97465437641588,23.036035354415354,17.708063280369725,17.9335342144101,18.1803961169452,15.52023755029447,8689,301,5,851,6543210000000120,QSO,2.161993363523587,9723,55821,757
1237660000000121,322.59286797245755,82.0172696813556,20.052067735766382,17.475597702798865,20.254703073558932,24.246417911286365,16.136460386967194,4567,301,3,394,6543210000000121,GALAXY,1.664420274821844,13409,57803,872
1237660000000122,114.481250989871,65.1829711077811,24.671266152591706,15.625262957428458,21.978327855051702,15.562242948509722,15.039183749510933,5348,301,5,475,6543210000000122,STAR,1.2686294054003366,3696,57464,81
1237660000000123,39.618692829963635,55.71289345047805,19.177609792750996,19.589405165968202,24.002641112020704,19.856342984133406,24.994606810596732,5390,301,6,655,6543210000000123,GALAXY,1.6972546926737473,5687,50726,247
1237660000000124,82.056658515099,27.943556515023914,24.841103190364976,22.327334747861652,22.92191194801676,24.128008004078616,23.022736971474778,7811,301,5,395,6543210000000124,QSO,1.0963544539598207,8321,57121,855
1237660000000125,153.75880390545228,9.154326709645076,21.67919998803627,21.067317247174365,21.76361067872724,21.10363007818157,22.86723014733541,2181,301,1,111,6543210000000125,QSO,2.8084390062963385,8013,59840,493
1237660000000126,294.48531573209755,-74.34238321594617,21.346712732539416,21.7287166859808,21.796331823951434,20.464070742121322,20.097260752881798,5644,301,6,90,6543210000000126,GALAXY,0.164714672732323,8704,54312,649
1237660000000127,309.86300997228363,-16.47842164727423,16.65954895295785,15.811491785362392,24.459246440320864,17.49744179229355,18.0006708290544,6873,301,6,763,6543210000000127,GALAXY,2.020174437089506,6571,58000,386
1237660000000128,2.502766991228653,-22.916066937783484,23.81927758304644,24.51490710176787,17.95824097496536,18.432754890644482,16.51264284462676,5394,301,5,280,6543210000000128,GALAXY,2.6738479944832516,8336,59461,575
1237660000000129,183.86902892792367,-43.244318923141286,19.274896879206153,23.384918338430246,15.011120941961874,23.52048415804693,17.846747388464635,4534,301,4,333,6543210000000129,QSO,2.41165412620576,1058,54543,992
1237660000000130,150.26796113356045,40.2156204639453,16.622334057824794,23.050903184956628,17.719545593981987,20.59218131768458,18.75971221929139,6844,301,3,224,6543210000000130,STAR,0.5521231044643402,10765,58014,307
1237660000000131,79.95881176946288,-0.7423676858212502,15.12607519975759,23.229838050417676,17.17891379626744,20.1474219375678,22.56310096980294,6939,301,2,101,6543210000000131,GALAXY,0.8877790469408651,2140,50318,628
1237660000000132,43.15153224012581,-75.41168113662337,20.597556836383824,24.327105081327613,21.61834585113998,15.99579713540029,20.396617889031525,7475,301,2,132,6543210000000132,STAR,2.151143816121314,11002,53475,625
1237660000000133,121.54146170530606,-50.36702364903396,20.273996221226763,20.442539661136976,21.33711599765529,15.160281564551232,15.774836265554827,2774,301,1,13,6543210000000133,QSO,0.2528116775422966,12390,55153,543
1237660000000134,339.4474934085069,32.98657745872727,22.193536223691588,17.00282017867626,20.934613827047237,24.63685188687049,15.180290089589123,9283,301,2,457,6543210000000134,GALAXY,2.435585099497752,12668,54134,7
1237660000000135,116.35305552747188,-76.29644529174597,23.90258053017802,21.16783607852541,15.162434432094537,18.769861672868416,16.02332179534063,1446,301,2,441,6543210000000135,GALAXY,2.156720833814371,13686,51602,926
1237660000000136,186.76462382761179,63.217244528778366,15.794065846430295,22.42881493667939,22.287780544506475,21.032130620995044,19.104987136973794,1108,301,3,98,6543210000000136,QSO,2.188819947706028,3562,52256,954
